timestamp,value
1616679026099,50
1616679027099,105
1616679028102,52
1616679029101,62
1616679030099,60
1616679031101,69
1616679032101,70
1616679033099,74
1616679034100,78
1616679035099,80
1616679036100,80
1616679037100,81
1616679038100,80
1616679039101,80
1616679040102,80
1616679041100,80
1616679042099,80
1616679043100,80
1616679044099,80
1616679045099,80
1616679046099,80
1616679047100,80
1616679048099,80
1616679049100,80
1616679050100,86
1616679051100,80
1616679052099,80
1616679053100,81
1616679054099,80
1616679055099,80
1616679056101,85
1616679057100,80
1616679058099,80
1616679059100,81
1616679060099,80
1616679061099,80
1616679062099,80
1616679063100,80
1616679064100,80
1616679065099,80
1616679066099,80
1616679067100,80
1616679068099,80
1616679069100,80
1616679070099,80
1616679071099,80
1616679072101,82
1616679073099,80
1616679074099,80
1616679075100,81
1616679076100,80
1616679077101,82
1616679078099,80
1616679079099,80
1616679080099,80
1616679081100,80
1616679082099,80
1616679083100,80
1616679084100,80
1616679085099,80
1616679086099,80
1616679087099,80
1616679088099,80
1616679089101,84
1616679090100,80
1616679091100,80
1616679092100,80
1616679093099,80
1616679094099,80
1616679095100,80
1616679096099,80
1616679097100,81
1616679098100,80
1616679099099,80
1616679100099,80
1616679101099,80
1616679102099,80
1616679103100,83
1616679104099,80
1616679105099,80
1616679106099,80
1616679107099,82
1616679108100,80
1616679109099,80
1616679110100,80
1616679111099,80
1616679112100,80
1616679113100,80
1616679114100,80
1616679115100,80
1616679116101,87
1616679117099,80
1616679118100,80
1616679119099,80
1616679120100,80
1616679121099,80
1616679122103,80
1616679123099,80
1616679124101,83
1616679125100,80
1616679126101,80
1616679127099,80
1616679128099,80
1616679129099,80
1616679130100,80
1616679131102,80
1616679132101,82
1616679133100,80
1616679134101,86
1616679135099,80
1616679136101,81
1616679137099,80
1616679138099,80
1616679139100,80
1616679140100,80
1616679141099,80
1616679142101,80
1616679143100,80
1616679144099,80
1616679145100,80
1616679146100,80
1616679147100,80
1616679148101,80
1616679149099,80
1616679150101,83
1616679151099,80
1616679152099,80
1616679153099,80
1616679154100,80
1616679155100,80
1616679156102,87
1616679157100,80
1616679158100,80
1616679159099,80
1616679160100,82
1616679161099,80
1616679162101,82
1616679163100,81
1616679164099,80
1616679165099,80
1616679166101,80
1616679167099,80
1616679168099,80
1616679169099,80
1616679170101,81
1616679171099,80
1616679172100,80
1616679173101,82
1616679174100,80
1616679175100,80
1616679176101,88
1616679177100,80
1616679178099,82
1616679179099,80
1616679180100,80
1616679181099,80
1616679182100,80
1616679183099,80
1616679184100,81
1616679185100,80
1616679186100,80
1616679187099,80
1616679188100,80
1616679189099,80
1616679190100,80
1616679191100,80
1616679192099,80
1616679193099,80
1616679194099,80
1616679195101,89
1616679196099,80
1616679197100,82
1616679198099,80
1616679199099,80
1616679200099,80
1616679201099,80
1616679202100,80
1616679203099,80
1616679204100,80
1616679205099,80
1616679206100,81
1616679207099,80
1616679208100,84
1616679209099,80
1616679210101,85
1616679211101,83
1616679212099,80
1616679213100,80
1616679214099,80
1616679215101,83
1616679216099,80
1616679217099,80
1616679218099,80
1616679219099,81
1616679220099,80
1616679221102,83
1616679222100,80
1616679223099,80
1616679224099,80
1616679225100,80
1616679226100,80
1616679227100,80
1616679228099,80
1616679229099,81
1616679230099,80
1616679231100,80
1616679232100,80
1616679233099,80
1616679234100,80
1616679235099,80
1616679236099,80
1616679237099,80
1616679238099,80
1616679239099,80
1616679240100,80
1616679241099,80
1616679242101,81
1616679243099,80
1616679244099,80
1616679245100,81
1616679246100,80
1616679247099,80
1616679248100,84
1616679249099,80
1616679250099,80
1616679251102,80
1616679252099,80
1616679253100,80
1616679254099,80
1616679255100,80
1616679256099,80
1616679257100,83
1616679258100,80
1616679259100,80
1616679260099,80
1616679261099,80
1616679262100,80
1616679263100,82
1616679264099,80
1616679265100,81
1616679266100,80
1616679267099,80
1616679268101,80
1616679269101,83
1616679270099,80
1616679271099,80
1616679272100,80
1616679273100,81
1616679274099,80
1616679275099,80
1616679276102,86
1616679277099,80
1616679278100,80
1616679279100,80
1616679280100,80
1616679281099,80
1616679282100,81
1616679283100,80
1616679284099,80
1616679285100,80
1616679286102,87
1616679287100,80
1616679288099,80
1616679289100,80
1616679290100,80
1616679291099,80
1616679292099,80
1616679293100,80
1616679294099,80
1616679295099,80
1616679296101,81
1616679297100,80
1616679298099,80
1616679299100,80
1616679300100,80
1616679301099,80
1616679302101,86
1616679303099,80
1616679304100,80
1616679305099,80
1616679306100,88
1616679307099,80
1616679308101,80
1616679309099,80
1616679310100,82
1616679311100,80
1616679312101,81
1616679313099,80
1616679314100,80
1616679315099,80
1616679316100,86
1616679317100,80
1616679318099,80
1616679319100,81
1616679320100,80
1616679321101,80
1616679322100,80
1616679323099,80
1616679324100,80
1616679325099,80
1616679326101,84
1616679327099,80
1616679328100,80
1616679329099,80
1616679330101,86
1616679331099,80
1616679332099,80
1616679333099,80
1616679334101,81
1616679335099,80
1616679336099,80
1616679337099,80
1616679338101,86
1616679339099,80
1616679340099,80
1616679341099,80
1616679342101,82
1616679343099,80
1616679344100,80
1616679345099,80
1616679346100,80
1616679347099,80
1616679348101,83
1616679349099,80
1616679350101,80
1616679351100,80
1616679352100,82
1616679353100,80
1616679354099,80
1616679355100,80
1616679356101,81
1616679357099,80
1616679358100,80
1616679359100,80
1616679360100,80
1616679361099,80
1616679362100,80
1616679363099,80
1616679364099,80
1616679365099,80
1616679366100,81
1616679367099,80
1616679368100,80
1616679369099,80
1616679370099,80
1616679371101,80
1616679372099,80
1616679373099,80
1616679374100,80
1616679375100,81
1616679376099,80
1616679377101,81
1616679378099,80
1616679379100,81
1616679380099,80
1616679381099,80
1616679382099,80
1616679383099,80
1616679384099,80
1616679385100,80
1616679386102,80
1616679387099,80
1616679388099,80
1616679389099,80
1616679390099,80
1616679391099,80
1616679392099,80
1616679393100,80
1616679394100,80
1616679395100,83
1616679396101,85
1616679397099,80
1616679398100,80
1616679399099,80
1616679400099,80
1616679401100,80
1616679402100,80
1616679403099,80
1616679404101,82
1616679405100,80
1616679406099,80
1616679407100,82
1616679408100,80
1616679409100,80
1616679410100,80
1616679411100,80
1616679412099,80
1616679413100,82
1616679414099,80
1616679415099,80
1616679416099,80
1616679417099,80
1616679418100,80
1616679419099,80
1616679420099,80
1616679421100,81
1616679422099,80
1616679423099,80
1616679424099,80
1616679425099,80
1616679426099,80
1616679427100,80
1616679428099,80
1616679429099,80
1616679430099,80
1616679431101,88
1616679432100,80
1616679433100,82
1616679434099,80
1616679435099,80
1616679436100,80
1616679437100,80
1616679438100,80
1616679439099,80
1616679440099,80
1616679441100,82
1616679442100,80
1616679443099,80
1616679444100,80
1616679445099,80
1616679446099,80
1616679447099,80
1616679448100,80
1616679449101,81
1616679450099,80
1616679451100,80
1616679452099,80
1616679453100,80
1616679454100,80
1616679455100,80
1616679456102,82
1616679457100,80
1616679458099,80
1616679459100,80
1616679460100,80
1616679461100,80
1616679462099,80
1616679463099,80
1616679464099,80
1616679465100,80
1616679466100,84
1616679467100,80
1616679468101,81
1616679469099,80
1616679470100,80
1616679471099,80
1616679472100,80
1616679473099,80
1616679474103,80
1616679475099,80
1616679476102,90
1616679477100,82
1616679478100,80
1616679479100,82
1616679480099,80
1616679481100,80
1616679482099,80
1616679483099,80
1616679484099,80
1616679485099,80
1616679486099,80
1616679487099,80
1616679488100,80
1616679489100,81
1616679490099,80
1616679491101,84
1616679492100,80
1616679493100,80
1616679494100,80
1616679495100,80
1616679496099,80
1616679497101,81
1616679498099,80
1616679499100,80
1616679500099,80
1616679501100,80
1616679502101,84
1616679503100,80
1616679504100,80
1616679505099,80
1616679506099,80
1616679507100,80
1616679508100,80
1616679509101,83
1616679510099,80
1616679511100,80
1616679512100,80
1616679513100,81
1616679514100,80
1616679515099,80
1616679516099,80
1616679517099,80
1616679518099,80
1616679519099,80
1616679520099,80
1616679521100,81
1616679522099,80
1616679523099,80
1616679524099,80
1616679525099,80
1616679526101,86
1616679527100,80
1616679528100,80
1616679529099,80
1616679530101,87
1616679531100,80
1616679532100,81
1616679533099,80
1616679534099,82
1616679535100,81
1616679536101,84
1616679537099,80
1616679538101,81
1616679539100,80
1616679540100,80
1616679541101,80
1616679542099,80
1616679543099,80
1616679544100,80
1616679545099,80
1616679546101,80
1616679547100,80
1616679548100,81
1616679549099,80
1616679550100,80
1616679551099,80
1616679552099,80
1616679553099,80
1616679554100,80
1616679555100,80
1616679556102,84
1616679557099,80
1616679558101,83
1616679559100,80
1616679560101,80
1616679561100,80
1616679562099,80
1616679563101,80
1616679564100,82
1616679565099,80
1616679566102,89
1616679567099,80
1616679568100,82
1616679569101,81
1616679570100,80
1616679571099,80
1616679572101,86
1616679573099,80
1616679574100,80
1616679575099,80
1616679576099,80
1616679577099,80
1616679578100,81
1616679579100,80
1616679580101,80
1616679581100,80
1616679582099,80
1616679583099,80
1616679584099,80
1616679585099,80
1616679586101,80
1616679587099,80
1616679588100,80
1616679589099,80
1616679590100,80
1616679591099,80
1616679592100,80
1616679593099,80
1616679594099,80
1616679595099,80
1616679596099,80
1616679597100,80
1616679598099,80
1616679599099,80
1616679600099,80
1616679601100,82
1616679602100,80
1616679603099,80
1616679604102,89
1616679605099,80
1616679606101,81
1616679607099,80
1616679608101,81
1616679609099,80
1616679610100,80
1616679611100,80
1616679612100,80
1616679613100,80
1616679614100,82
1616679615100,80
1616679616102,80
1616679617101,81
1616679618100,80
1616679619099,80
1616679620102,87
1616679621099,80
1616679622100,80
1616679623100,81
1616679624099,80
1616679625099,80
1616679626099,80
1616679627100,80
1616679628100,80
1616679629100,80
1616679630099,80
1616679631100,80
1616679632099,80
1616679633099,80
1616679634100,80
1616679635101,82
1616679636100,83
1616679637099,80
1616679638099,80
1616679639099,80
1616679640099,80
1616679641101,80
1616679642099,80
1616679643099,80
1616679644099,80
1616679645099,80
1616679646099,80
1616679647099,80
1616679648099,80
1616679649099,80
1616679650100,80
1616679651100,80
1616679652099,80
