timestamp,value
1615542356748,231419904
1615542357747,290136064
1615542358747,293441536
1615542359747,293441536
1615542360747,293404672
1615542361747,293404672
1615542362747,293404672
1615542363747,293404672
1615542364747,293404672
1615542365747,293404672
1615542366746,293404672
1615542367747,293404672
1615542368747,290230272
1615542369747,290230272
1615542370747,290230272
1615542371747,290230272
1615542372747,290230272
1615542373746,290230272
1615542374746,290230272
1615542375747,290230272
1615542376747,290230272
1615542377747,290230272
1615542378747,290230272
1615542379746,290230272
1615542380747,290230272
1615542381747,290230272
1615542382747,290230272
1615542383747,290230272
1615542384746,290230272
1615542385746,290230272
1615542386748,290230272
1615542387747,293855232
1615542388746,293855232
1615542389746,293855232
1615542390747,293855232
1615542391747,293855232
1615542392746,293855232
1615542393746,293855232
1615542394748,293855232
1615542395746,293855232
1615542396748,293855232
1615542397747,293609472
1615542398747,293609472
1615542399747,293609472
1615542400747,293609472
1615542401746,293609472
1615542402747,293609472
1615542403747,293609472
1615542404747,293609472
1615542405747,293609472
1615542406746,293609472
1615542407747,293609472
1615542408747,293609472
1615542409747,293609472
1615542410748,293609472
1615542411747,293609472
1615542412747,293609472
1615542413746,293609472
1615542414746,293609472
1615542415747,293609472
1615542416748,293740544
1615542417747,294105088
1615542418746,294064128
1615542419747,294064128
1615542420748,294064128
1615542421747,293994496
1615542422747,293883904
1615542423747,293883904
1615542424748,293883904
1615542425747,293883904
1615542426747,293883904
1615542427747,293769216
1615542428747,293769216
1615542429747,293769216
1615542430747,293769216
1615542431747,293769216
1615542432746,293769216
1615542433747,293769216
1615542434747,293769216
1615542435747,293769216
1615542436747,293769216
1615542437746,293769216
1615542438747,293769216
1615542439748,293769216
1615542440747,293769216
1615542441748,293769216
1615542442748,293769216
1615542443747,293769216
1615542444747,293769216
1615542445747,293769216
1615542446759,294445056
1615542447747,294170624
1615542448748,294170624
1615542449747,294170624
1615542450746,294170624
1615542451747,294170624
1615542452747,294170624
1615542453748,294170624
1615542454747,294170624
1615542455747,294170624
1615542456746,294170624
1615542457746,293949440
1615542458747,293949440
1615542459747,293949440
1615542460747,293949440
1615542461747,293949440
1615542462747,293949440
1615542463747,293949440
1615542464747,293949440
1615542465747,293949440
1615542466746,293949440
1615542467747,293949440
1615542468747,293949440
1615542469748,293949440
1615542470747,293949440
1615542471747,293949440
1615542472747,293949440
1615542473746,293949440
1615542474747,293949440
1615542475747,293949440
1615542476751,294080512
1615542477747,294481920
1615542478747,294420480
1615542479746,294420480
1615542480747,294420480
1615542481747,294420480
1615542482746,294313984
1615542483747,294313984
1615542484747,294313984
1615542485747,294313984
1615542486747,294313984
1615542487747,294121472
1615542488747,294121472
1615542489747,294121472
1615542490747,294121472
