Time (milliseconds),memory
1,159744
501,3416064
1002,4206592
1501,4206592
2002,4206592
2502,4206592
3003,4206592
3501,4206592
4002,4206592
4501,4206592
5002,4206592
5502,4206592
6002,4206592
6501,4206592
7002,4206592
7502,4206592
8002,4206592
8502,4206592
9003,4206592
9502,4206592
10002,4206592
10501,0
