Time (milliseconds),files_open
1,13
501,19
1001,17
1502,17
2001,17
2501,17
3001,17
3502,17
4002,17
4502,17
5002,17
5502,17
6001,17
6501,17
7002,17
7501,17
8002,17
8502,17
9001,17
9502,17
10001,17
10501,0
