timestamp,value
1617125247062,301776896
1617125248061,356548608
1617125249065,365838336
1617125250062,367050752
1617125251062,367501312
1617125252063,368476160
1617125253063,369459200
1617125254061,370278400
1617125255061,371396608
1617125256063,371978240
1617125257063,372178944
1617125258063,371949568
1617125259062,371519488
1617125260062,371666944
1617125261063,371650560
1617125262062,371392512
1617125263062,371433472
1617125264063,371576832
1617125265063,371585024
1617125266062,371404800
1617125267063,371490816
1617125268062,371630080
1617125269062,371363840
1617125270062,371576832
1617125271062,371499008
1617125272062,371445760
1617125273062,371355648
1617125274062,371482624
1617125275061,371879936
1617125276061,371920896
1617125277063,371924992
1617125278062,371671040
1617125279063,371662848
1617125280064,371642368
1617125281062,371675136
1617125282061,371380224
1617125283062,371535872
1617125284063,371621888
1617125285062,371724288
1617125286061,371412992
1617125287062,371748864
1617125288063,371638272
1617125289063,371589120
1617125290062,371580928
1617125291062,371621888
1617125292063,371781632
1617125293061,371634176
1617125294062,371564544
1617125295061,371703808
1617125296062,371654656
1617125297063,371453952
1617125298061,371519488
1617125299062,371576832
1617125300062,371515392
1617125301062,371736576
1617125302062,371748864
1617125303062,371544064
1617125304063,371449856
1617125305061,371589120
1617125306061,371216384
1617125307062,371363840
1617125308063,371253248
1617125309063,371257344
1617125310063,371494912
1617125311062,371666944
1617125312063,371773440
1617125313061,371761152
1617125314062,371716096
1617125315062,371630080
1617125316061,371761152
1617125317062,371646464
1617125318062,371539968
1617125319062,371691520
1617125320062,371576832
1617125321062,371564544
1617125322062,371523584
1617125323062,371503104
1617125324061,371642368
1617125325062,371597312
1617125326062,371220480
1617125327063,371421184
1617125328064,371474432
1617125329062,371298304
1617125330061,371552256
1617125331062,371253248
1617125332062,371236864
1617125333062,371351552
1617125334062,371556352
1617125335062,371388416
1617125336063,371331072
1617125337062,371421184
1617125338062,371118080
1617125339062,371232768
1617125340062,371335168
1617125341062,371363840
1617125342062,371326976
1617125343061,371130368
1617125344063,371355648
1617125345062,371220480
1617125346062,370896896
1617125347062,371331072
1617125348064,371392512
1617125349063,371556352
1617125350062,371576832
1617125351061,371621888
1617125352062,371523584
1617125353062,371195904
1617125354062,371482624
1617125355064,371286016
1617125356063,371728384
1617125357063,371544064
1617125358062,371408896
1617125359063,371113984
1617125360062,371494912
1617125361062,371585024
1617125362063,371462144
1617125363062,371752960
1617125364062,371744768
1617125365063,371306496
1617125366062,371175424
1617125367062,371421184
1617125368063,371175424
1617125369062,371265536
1617125370061,371351552
1617125371062,371585024
1617125372062,371265536
1617125373061,371388416
1617125374062,371527680
1617125375062,371568640
1617125376063,371507200
1617125377063,371400704
1617125378061,371494912
1617125379062,371765248
1617125380062,371630080
1617125381061,371552256
1617125382063,371499008
1617125383063,371523584
1617125384062,371900416
1617125385062,371789824
1617125386062,371458048
1617125387063,371609600
1617125388062,371433472
1617125389062,371601408
1617125390061,371621888
1617125391061,371683328
1617125392063,371433472
1617125393063,371490816
1617125394062,371589120
1617125395062,371478528
1617125396062,371564544
1617125397063,371703808
1617125398062,371613696
1617125399062,371642368
1617125400064,371765248
1617125401061,371757056
1617125402063,371695616
1617125403062,371421184
1617125404061,371646464
1617125405062,371539968
1617125406062,371310592
1617125407062,371671040
1617125408063,371335168
1617125409062,371519488
1617125410062,371662848
1617125411061,371392512
1617125412063,371687424
1617125413062,371564544
1617125414061,371736576
1617125415062,371556352
1617125416063,371425280
1617125417062,371785728
1617125418062,371568640
1617125419062,371879936
1617125420062,371687424
1617125421061,371748864
1617125422062,371904512
1617125423063,371802112
1617125424063,371855360
1617125425063,371793920
1617125426062,371601408
1617125427062,371716096
1617125428061,371789824
1617125429062,372023296
1617125430061,371748864
1617125431062,371740672
1617125432063,371916800
1617125433062,371625984
1617125434061,371859456
1617125435062,371798016
1617125436062,371662848
1617125437061,371687424
1617125438062,371634176
1617125439062,371785728
1617125440064,371630080
1617125441061,371728384
1617125442065,371875840
1617125443064,371425280
1617125444062,371863552
1617125445062,371863552
1617125446062,371875840
1617125447062,372031488
1617125448062,372117504
1617125449063,372203520
1617125450062,372015104
1617125451063,371994624
1617125452061,371990528
1617125453062,371990528
1617125454062,371900416
1617125455062,371974144
1617125456063,371855360
1617125457063,372178944
1617125458061,371761152
1617125459062,371822592
1617125460063,372125696
1617125461061,371945472
1617125462063,372047872
1617125463062,371855360
1617125464062,372051968
1617125465062,371871744
1617125466061,371691520
1617125467062,371798016
1617125468062,371884032
1617125469062,371834880
1617125470062,371929088
1617125471061,372006912
1617125472063,371576832
1617125473062,371789824
1617125474061,371994624
1617125475061,371847168
1617125476062,371617792
1617125477061,371679232
1617125478062,371765248
1617125479061,371519488
1617125480062,371728384
1617125481063,371712000
1617125482062,371720192
1617125483062,371630080
1617125484062,371695616
1617125485062,371687424
1617125486062,371494912
1617125487061,371851264
1617125488062,371675136
1617125489062,371748864
1617125490062,371699712
1617125491062,371933184
1617125492062,371900416
1617125493062,371814400
1617125494061,371834880
1617125495063,371863552
1617125496063,371851264
1617125497061,371814400
1617125498063,371695616
1617125499063,371957760
1617125500062,371802112
1617125501061,371621888
1617125502062,371826688
1617125503061,371822592
1617125504062,371986432
1617125505063,371953664
1617125506063,371744768
1617125507061,371978240
1617125508062,371961856
1617125509062,372064256
1617125510062,372006912
1617125511062,372060160
1617125512063,371769344
1617125513061,371855360
1617125514062,372183040
1617125515062,371941376
1617125516061,371933184
1617125517062,371896320
1617125518063,372019200
1617125519064,371929088
1617125520063,372121600
1617125521062,372068352
1617125522062,372064256
1617125523062,371929088
1617125524062,371654656
1617125525061,371679232
1617125526062,371392512
1617125527062,371867648
1617125528062,371634176
1617125529062,371683328
1617125530062,371478528
1617125531062,371650560
1617125532062,371802112
1617125533062,371548160
1617125534062,371875840
1617125535063,371769344
1617125536062,371982336
1617125537062,371757056
1617125538063,371933184
1617125539062,371789824
1617125540061,371728384
1617125541061,371838976
1617125542062,371949568
1617125543063,371617792
1617125544063,372019200
1617125545062,372183040
1617125546062,371806208
1617125547062,371965952
1617125548062,371843072
1617125549062,371884032
1617125550061,371765248
1617125551062,371974144
1617125552063,371982336
1617125553061,371765248
1617125554062,371806208
1617125555062,371781632
1617125556062,372133888
1617125557063,372064256
1617125558064,371982336
1617125559061,372097024
1617125560063,371965952
1617125561062,371982336
1617125562063,372011008
1617125563062,372002816
1617125564062,371957760
1617125565062,371965952
1617125566063,371847168
1617125567062,372187136
1617125568063,371847168
1617125569061,371957760
1617125570062,371929088
1617125571062,372047872
1617125572063,372076544
1617125573062,371859456
1617125574062,371867648
1617125575063,371896320
1617125576063,371941376
1617125577062,371953664
1617125578062,371924992
1617125579062,371785728
1617125580063,371781632
1617125581062,371712000
1617125582061,371523584
1617125583062,371720192
1617125584063,371638272
1617125585061,371777536
1617125586063,371580928
1617125587061,371875840
1617125588061,371961856
1617125589062,371806208
1617125590061,371879936
1617125591062,371974144
1617125592063,371945472
1617125593062,371982336
1617125594062,372228096
1617125595062,372146176
1617125596064,371847168
1617125597062,372072448
1617125598062,371728384
1617125599062,371683328
1617125600063,371884032
1617125601061,371937280
1617125602062,372002816
1617125603062,372137984
1617125604062,371789824
1617125605062,372019200
1617125606065,371732480
1617125607062,371965952
1617125608062,372027392
1617125609061,372035584
1617125610061,371916800
1617125611062,371945472
1617125612062,371867648
1617125613062,372006912
1617125614062,372035584
1617125615062,371908608
1617125616063,372097024
1617125617062,372092928
1617125618062,372047872
1617125619062,372219904
1617125620061,372072448
1617125621063,371924992
1617125622062,372158464
1617125623062,371970048
1617125624063,371953664
1617125625062,372023296
1617125626062,371765248
1617125627061,372002816
1617125628062,372056064
1617125629061,372170752
1617125630061,371916800
1617125631063,371994624
1617125632064,372154368
1617125633062,372174848
1617125634062,372129792
1617125635062,372125696
1617125636062,372064256
1617125637061,372092928
1617125638062,371933184
1617125639061,371945472
1617125640063,371859456
1617125641061,372023296
1617125642062,372084736
1617125643062,372035584
1617125644064,371884032
1617125645061,372019200
1617125646062,371433472
1617125647061,371781632
1617125648062,371892224
1617125649062,372027392
1617125650061,371912704
1617125651061,371879936
1617125652061,371904512
1617125653062,372109312
1617125654064,372314112
1617125655062,372211712
1617125656062,371884032
1617125657062,372121600
1617125658061,371961856
1617125659062,372269056
1617125660061,371986432
1617125661062,372170752
1617125662062,372137984
1617125663062,372256768
1617125664063,371777536
1617125665062,371965952
1617125666063,371683328
1617125667063,371802112
1617125668062,371683328
1617125669062,371765248
1617125670062,371781632
1617125671063,371843072
1617125672063,371879936
1617125673063,371650560
1617125674061,371486720
1617125675062,371703808
