Time (milliseconds),memory
159003,214028288
160002,214028288
161002,214028288
162003,214028288
163003,214028288
164003,214028288
165002,214028288
166003,214028288
167003,214028288
168002,214028288
169003,214028288
170002,214028288
171002,214028288
172003,214028288
173003,214028288
174002,214028288
175003,214028288
176002,214028288
177003,214028288
178003,214028288
179002,214028288
180002,214028288
181002,214028288
182003,214028288
183001,214028288
184003,214028288
185003,214028288
186002,214028288
187003,214028288
188002,214028288
189002,214028288
190002,214028288
191002,214028288
192003,214028288
193003,214028288
194002,214028288
195002,214028288
196002,214028288
197003,214028288
198002,214028288
199002,214028288
200002,214028288
201002,214028288
202002,214028288
203002,214028288
204002,214028288
205002,214028288
206003,214028288
207003,214028288
208003,214028288
209002,214028288
210002,214028288
211002,214028288
212002,214028288
213002,214028288
214002,214028288
215002,214028288
216003,214028288
217003,214028288
218003,214028288
219002,214028288
220002,214028288
221002,214028288
222003,214028288
223003,214028288
224002,214028288
225003,214028288
226002,214028288
227003,214028288
228002,214028288
229002,214028288
230002,214028288
231003,214028288
232003,214028288
233002,214028288
234003,214028288
235002,214028288
236002,214028288
237002,214028288
238003,214028288
239002,214028288
240002,214028288
241003,214028288
242003,214028288
243002,214028288
244002,214028288
245003,214028288
246002,214028288
247002,214028288
248002,214028288
249002,214028288
250002,214028288
251003,214028288
252002,214028288
253003,214028288
254003,214028288
255002,214028288
256002,214028288
257003,214028288
258003,214028288
259002,214028288
260002,214028288
261003,214028288
262002,214028288
263003,214028288
264002,214028288
265002,214028288
266003,214028288
267003,214028288
268001,214028288
269002,214028288
270002,214028288
271002,214028288
272003,214028288
273003,214028288
274003,214028288
275003,214028288
276002,214028288
277003,214028288
278002,214028288
279003,214028288
280001,214028288
281002,214028288
282002,214028288
283002,214028288
284003,214028288
285003,214028288
286003,214028288
287002,214028288
288002,214028288
289003,214028288
290003,214028288
291003,214028288
292002,214028288
293002,214028288
294002,214028288
295002,214028288
296003,214028288
297003,214028288
298003,214028288
299003,214028288
300002,214028288
301002,214028288
302002,214028288
303002,214028288
304003,214028288
305002,214028288
306002,214028288
307002,214028288
308002,214028288
309002,214028288
310003,214028288
311003,214028288
312003,214028288
313003,214028288
314002,214028288
315002,214028288
316002,214028288
317003,214028288
318003,214028288
319003,214028288
320002,214028288
321003,214028288
322001,214028288
323002,214028288
324002,214028288
325002,214028288
326002,214028288
327003,214028288
328002,214028288
329002,214028288
330002,214028288
331003,214028288
332003,214028288
333002,214028288
334003,214028288
335002,214028288
336002,214028288
337002,214028288
338003,214028288
339002,214028288
340002,214028288
341002,214028288
342002,214028288
343002,214028288
344002,214028288
345002,214028288
346002,214028288
347003,214028288
348003,214028288
349002,214028288
350003,214028288
351003,214028288
352003,214028288
353002,214028288
354003,214028288
355002,214028288
356002,214028288
357003,214028288
358003,214028288
359002,214028288
360002,214028288
361002,214028288
362002,214028288
363003,214028288
364002,214028288
365003,214028288
366002,214028288
367002,214028288
368002,214028288
369002,214028288
370002,214028288
371003,214028288
372003,214028288
373002,214028288
374002,214028288
375002,214028288
376002,214028288
377003,214028288
378002,214028288
379002,214028288
380002,214028288
381002,214028288
382002,214028288
383003,214028288
384002,214028288
385003,214028288
386002,214028288
387003,214028288
388003,214028288
389003,214028288
390003,214028288
391003,214028288
392002,214028288
393002,214028288
394002,214028288
395002,214028288
396002,214028288
397002,214028288
398002,214028288
399002,214028288
400002,214028288
401002,214028288
402001,214028288
403003,214028288
404003,214028288
405002,214028288
406002,214028288
407001,214028288
408002,214028288
409002,214028288
410002,214028288
411003,214028288
412002,214028288
413002,214028288
414002,214028288
415003,214028288
416002,214028288
417002,214028288
418002,214028288
419002,214028288
420003,214028288
421003,214028288
422003,214028288
423003,214028288
424002,214028288
425002,214028288
426002,214028288
427002,214028288
428003,214028288
429003,214028288
430002,214028288
431002,214028288
432002,214028288
433002,214028288
434002,214028288
435002,214028288
436002,214028288
437002,214028288
438002,214028288
439003,214028288
440002,214028288
441002,214028288
442002,214028288
443002,214028288
444002,214028288
445002,214028288
446003,214028288
447003,214028288
448002,214028288
449002,214028288
450003,214028288
451003,214028288
452003,214028288
453002,214028288
454002,214028288
455003,214028288
456002,214028288
457002,214028288
458003,214028288
459003,214028288
460002,214028288
461002,214028288
462002,214028288
463003,214028288
464002,214028288
465002,214028288
466002,214028288
467003,214028288
468003,214028288
469002,214028288
470003,214028288
471003,214028288
472003,214028288
473002,214028288
474002,214028288
475003,214028288
476003,214028288
477003,214028288
478002,214028288
479003,214028288
480002,214028288
481003,214028288
482002,214028288
483003,214028288
484003,214028288
485003,214028288
486002,214028288
487002,214028288
488002,214028288
489002,214028288
490003,214028288
491002,214028288
492001,214028288
493003,214028288
494002,214028288
495002,214028288
496002,214028288
497003,214028288
498002,214028288
499002,214028288
500002,214028288
501002,214028288
502002,214028288
503003,214028288
504003,214028288
505003,214028288
506002,214028288
507002,214028288
508002,214028288
509003,214028288
510003,214028288
511002,214028288
512002,214028288
513002,214028288
514002,214028288
515003,214028288
516003,214028288
517002,214028288
518002,214028288
519003,214028288
520003,214028288
521002,214028288
522003,214028288
523002,214028288
524003,214028288
525003,214028288
526003,214028288
527002,214028288
528003,214028288
529003,214028288
530003,214028288
531002,214028288
532002,214028288
533002,214028288
534003,214028288
535002,214028288
536002,214028288
537002,214028288
538003,214028288
539002,214028288
540002,214028288
541003,214028288
542002,214028288
543002,214028288
544003,214028288
545003,214028288
546002,214028288
547002,214028288
548002,214028288
549002,214028288
550002,214028288
551002,214028288
552004,214028288
553002,214028288
554002,214028288
555003,214028288
556003,214028288
557003,214028288
558002,214028288
559002,214028288
560002,214028288
561003,214028288
562003,214028288
563002,214028288
564002,214028288
565002,214028288
566002,214028288
567002,214028288
568003,214028288
569002,214028288
570003,214028288
571002,214028288
572002,214028288
573003,214028288
574002,214028288
575003,214028288
576002,214028288
577002,214028288
578002,214028288
579003,214028288
580003,214028288
581002,214028288
582002,214028288
583003,214028288
584002,214028288
585002,214028288
586002,214028288
587003,214028288
588003,214028288
589003,214028288
590003,214028288
591002,214028288
592002,214028288
593002,214028288
594002,214028288
595002,214028288
596002,214028288
597002,214028288
598002,214028288
599002,214028288
600003,214028288
601003,214028288
602003,214028288
603003,214028288
604003,214028288
605002,214028288
606002,214028288
607003,214028288
608002,214028288
609002,214028288
610003,214028288
611002,214028288
612002,214028288
613003,214028288
614002,214028288
615002,214028288
616003,214028288
617002,214028288
618002,214028288
619002,214028288
620003,214028288
621002,214028288
622003,214028288
623002,214028288
624003,214028288
625002,214028288
626002,214028288
627002,214028288
628002,214028288
629003,214028288
630002,214028288
631002,214028288
632002,214028288
633003,214028288
634002,214028288
635002,214028288
636003,214028288
637003,214028288
638002,214028288
639002,214028288
640001,214028288
641002,214028288
642002,214028288
643003,214028288
644001,214028288
645002,214028288
646001,214028288
647002,214028288
648002,214028288
649003,214028288
650002,214028288
651003,214028288
652003,214028288
653003,214028288
654002,214028288
655003,214028288
656003,214028288
657003,214028288
658002,214028288
659003,214028288
660002,214028288
661002,214028288
662002,214028288
663003,214028288
664002,214028288
665002,214028288
666002,214028288
667002,214028288
668002,214028288
669002,214028288
670002,214028288
671002,214028288
672003,214028288
673003,214028288
674003,214028288
675003,214028288
676002,214028288
677003,214028288
678002,214028288
679003,214028288
680002,214028288
681002,214028288
682002,214028288
683003,214028288
684003,214028288
685003,214028288
686002,214028288
687002,214028288
688002,214028288
689003,214028288
690003,214028288
691002,214028288
692002,214028288
693002,214028288
694001,214028288
695002,214028288
696003,214028288
697003,214028288
698002,214028288
699002,214028288
700003,214028288
701002,214028288
702002,214028288
703003,214028288
704002,214028288
705002,214028288
706003,214028288
707002,214028288
708002,214028288
709002,214028288
710002,214028288
711003,214028288
712003,214028288
713002,214028288
714003,214028288
715002,214028288
716003,214028288
717002,214028288
718003,214028288
719002,214028288
720003,214028288
721002,214028288
722003,214028288
723002,214028288
724002,214028288
725003,214028288
726002,214028288
727002,214028288
728001,214028288
729002,214028288
730002,214028288
731002,214028288
732003,214028288
733003,214028288
734002,214028288
735002,214028288
736003,214028288
737002,214028288
738003,214028288
739002,214028288
740003,214028288
741002,214028288
742003,214028288
743002,214028288
744003,214028288
745002,214028288
746003,214028288
747003,214028288
748003,214028288
749003,214028288
750003,214028288
751003,214028288
752002,214028288
753002,214028288
754002,214028288
755002,214028288
756003,214028288
757002,214028288
758002,214028288
759002,214028288
760003,214028288
761003,214028288
762003,214028288
763003,214028288
764002,214028288
765002,214028288
766002,214028288
767002,214028288
768002,214028288
769003,214028288
770003,214028288
771003,214028288
772003,214028288
773003,214028288
774003,214028288
775003,214028288
776003,214028288
777002,214028288
778002,214028288
779002,214028288
780002,214028288
781002,214028288
782002,214028288
783002,214028288
784003,214028288
785002,214028288
786003,214028288
787002,214028288
788002,214028288
789002,214028288
790001,214028288
791002,214028288
792002,214028288
793003,214028288
794003,214028288
795002,214028288
796002,214028288
797001,214028288
798003,214028288
799001,214028288
800003,214028288
801002,214028288
802002,214028288
803002,214028288
804002,214028288
805002,214028288
806002,214028288
807003,214028288
808003,214028288
809003,214028288
810002,214028288
811002,214028288
812003,214028288
813002,214028288
814002,214028288
815003,214028288
816003,214028288
817003,214028288
818002,214028288
819002,214028288
820002,214028288
821002,214028288
822002,214028288
823002,214028288
824003,214028288
825002,214028288
826003,214028288
827003,214028288
828003,214028288
829003,214028288
830003,214028288
831003,214028288
832002,214028288
833002,214028288
834002,214028288
835002,214028288
836002,214028288
837003,214028288
838002,214028288
839003,214028288
840002,214028288
841002,214028288
842002,214028288
843001,214028288
844002,214028288
845002,214028288
846003,214028288
847002,214028288
848002,214028288
849002,214028288
850002,214028288
851002,214028288
852003,214028288
853003,214028288
854003,214028288
855002,214028288
856003,214028288
857002,214028288
858002,214028288
859003,214028288
860003,214028288
861002,214028288
862002,214028288
863003,214028288
864003,214028288
865002,214028288
866002,214028288
867003,214028288
868003,214028288
869003,214028288
870003,214028288
871003,214028288
872002,214028288
873002,214028288
874003,214028288
875002,214028288
876002,214028288
877003,214028288
878002,214028288
879002,214028288
880003,214028288
881003,214028288
882002,214028288
883002,214028288
884002,214028288
885002,214028288
886003,214028288
887003,214028288
888002,214028288
889003,214028288
890002,214028288
891002,214028288
892002,214028288
893002,214028288
894002,214028288
895003,214028288
896002,214028288
897003,214028288
898003,214028288
899002,214028288
900002,214028288
901002,214028288
902003,214028288
903002,214028288
904002,214028288
905002,214028288
906001,214028288
907003,214028288
908003,214028288
909003,214028288
910002,214028288
911002,214028288
912003,214028288
913003,214028288
914003,214028288
915002,214028288
916002,214028288
917001,214028288
918003,214028288
919002,214028288
920003,214028288
921002,214028288
922002,214028288
923002,214028288
924002,214028288
925003,214028288
926002,214028288
927002,214028288
928003,214028288
929002,214028288
930003,214028288
931002,214028288
932002,214028288
933003,214028288
934003,214028288
935002,214028288
936002,214028288
937003,214028288
938002,214028288
939003,214028288
940003,214028288
941002,214028288
942003,214028288
943002,214028288
944001,214028288
945003,214028288
946002,214028288
947003,214028288
948002,214028288
949002,214028288
950002,214028288
951002,214028288
952003,214028288
953003,214028288
954002,214028288
955003,214028288
956002,214028288
957002,214028288
958001,214028288
959002,214028288
960003,214028288
961003,214028288
962002,214028288
963002,214028288
964001,214028288
965003,214028288
966003,214028288
967003,214028288
968002,214028288
969002,214028288
970002,214028288
971002,214028288
972001,214028288
973003,214028288
974003,214028288
975003,214028288
976003,214028288
977002,214028288
978003,214028288
979002,214028288
980002,214028288
981003,214028288
982003,214028288
983002,214028288
984002,214028288
985003,214028288
986003,214028288
987002,214028288
988002,214028288
989002,214028288
990003,214028288
991002,214028288
992003,214028288
993003,214028288
994003,214028288
995002,214028288
996002,214028288
997002,214028288
998003,214028288
999003,214028288
1000003,214028288
1001002,214028288
1002002,214028288
1003002,214028288
1004003,214028288
1005002,214028288
1006003,214028288
1007002,214028288
1008002,214028288
1009002,214028288
1010003,214028288
1011003,214028288
1012003,214028288
1013003,214028288
1014002,214028288
1015001,214028288
1016003,214028288
1017002,214028288
1018002,214028288
1019002,214028288
1020003,214028288
1021002,214028288
1022002,214028288
1023002,214028288
1024003,214028288
1025003,214028288
1026002,214028288
1027002,214028288
1028002,214028288
1029003,214028288
1030003,214028288
1031002,214028288
1032003,214028288
1033003,214028288
1034002,214028288
1035002,214028288
1036003,214028288
1037003,214028288
1038003,214028288
1039002,214028288
1040002,214028288
1041003,214028288
1042002,214028288
1043002,214028288
1044003,214028288
1045003,214028288
1046003,214028288
1047002,214028288
1048002,214028288
1049002,214028288
1050003,214028288
1051003,214028288
1052003,214028288
1053003,214028288
1054002,214028288
1055003,214028288
1056002,214028288
1057002,214028288
1058002,214028288
1059001,214028288
1060003,214028288
1061003,214028288
1062002,214028288
1063002,214028288
1064002,214028288
1065003,214028288
1066003,214028288
1067003,214028288
1068003,214028288
1069003,214028288
1070002,214028288
1071001,214028288
1072003,214028288
1073003,214028288
1074003,214028288
1075003,214028288
1076002,214028288
1077003,214028288
1078002,214028288
1079003,214028288
1080002,214028288
1081002,214028288
1082002,214028288
1083002,214028288
1084003,214028288
1085003,214028288
1086002,214028288
1087002,214028288
1088002,214028288
1089002,214028288
1090002,214028288
1091003,214028288
1092002,214028288
1093003,214028288
1094002,214028288
1095001,214028288
1096002,214028288
1097003,214028288
1098002,214028288
1099002,214028288
1100003,214028288
1101003,214028288
1102001,214028288
1103002,214028288
1104003,214028288
1105002,214028288
1106003,214028288
1107002,214028288
1108003,214028288
1109002,214028288
1110002,214028288
1111002,214028288
1112003,214028288
1113003,214028288
1114003,214028288
1115002,214028288
1116002,214028288
1117003,214028288
1118002,214028288
1119003,214028288
1120003,214028288
1121002,214028288
1122002,214028288
1123002,214028288
1124002,214028288
1125002,214028288
1126002,214028288
1127003,214028288
1128002,214028288
1129003,214028288
1130002,214028288
1131002,214028288
1132002,214028288
1133003,214028288
1134002,214028288
1135002,214028288
1136003,214028288
1137002,214028288
1138002,214028288
1139002,214028288
1140002,214028288
1141002,214028288
1142003,214028288
1143003,214028288
1144003,214028288
1145002,214028288
1146002,214028288
1147002,214028288
1148002,214028288
1149003,214028288
1150002,214028288
1151003,214028288
1152003,214028288
1153002,214028288
1154002,214028288
1155002,214028288
1156003,214028288
1157002,214028288
1158003,214028288
1159002,214028288
1160003,214028288
1161002,214028288
1162002,214028288
1163003,214028288
1164003,214028288
1165002,214028288
1166003,214028288
1167002,214028288
1168002,214028288
1169002,214028288
1170002,214028288
1171002,214028288
1172003,214028288
1173002,214028288
1174002,214028288
1175002,214028288
1176003,214028288
1177002,214028288
1178002,214028288
1179002,214028288
1180002,214028288
1181003,214028288
1182002,214028288
1183003,214028288
1184003,214028288
1185002,214028288
1186001,214028288
1187003,214028288
1188003,214028288
1189003,214028288
1190002,214028288
1191002,214028288
1192002,214028288
1193003,214028288
1194002,214028288
1195002,214028288
1196002,214028288
1197002,214028288
1198002,214028288
1199002,214028288
1200002,214028288
1201002,214028288
1202003,214028288
1203003,214028288
1204002,214028288
1205003,214028288
1206002,214028288
1207002,214028288
1208003,214028288
1209003,214028288
1210003,214028288
1211002,214028288
1212003,214028288
1213003,214028288
1214002,214028288
1215002,214028288
1216003,214028288
1217003,214028288
1218003,214028288
1219003,214028288
1220002,214028288
1221002,214028288
1222002,214028288
1223002,214028288
1224002,214028288
1225002,214028288
1226002,214028288
1227003,214028288
1228002,214028288
1229002,214028288
1230001,214028288
1231003,214028288
1232002,214028288
1233003,214028288
1234002,214028288
1235002,214028288
1236003,214028288
1237002,214028288
1238002,214028288
1239003,214028288
1240003,214028288
1241002,214028288
1242002,214028288
1243002,214028288
1244002,214028288
1245003,214028288
1246002,214028288
1247002,214028288
1248003,214028288
1249003,214028288
1250003,214028288
1251003,214028288
1252002,214028288
1253002,214028288
1254002,214028288
1255002,214028288
1256002,214028288
1257002,214028288
1258002,214028288
1259003,214028288
1260003,214028288
1261002,214028288
1262003,214028288
1263002,214028288
1264002,214028288
1265002,214028288
1266002,214028288
1267002,214028288
1268002,214028288
1269002,214028288
1270002,214028288
1271003,214028288
1272002,214028288
1273002,214028288
1274003,214028288
1275002,214028288
1276002,214028288
1277003,214028288
1278003,214028288
1279002,214028288
1280003,214028288
1281002,214028288
1282003,214028288
1283002,214028288
1284002,214028288
1285002,214028288
1286003,214028288
1287002,214028288
1288003,214028288
1289002,214028288
1290002,214028288
1291003,214028288
1292002,214028288
1293003,214028288
1294002,214028288
1295002,214028288
1296002,214028288
1297002,214028288
1298003,214028288
1299002,214028288
1300002,214028288
1301003,214028288
1302003,214028288
1303002,214028288
1304003,214028288
1305002,214028288
1306002,214028288
1307002,214028288
1308002,214028288
1309003,214028288
1310002,214028288
1311003,214028288
1312003,214028288
1313002,214028288
1314002,214028288
1315003,214028288
1316003,214028288
1317002,214028288
1318002,214028288
1319002,214028288
1320002,214028288
1321002,214028288
1322003,214028288
1323003,214028288
1324003,214028288
1325002,214028288
1326002,214028288
1327003,214028288
1328002,214028288
1329002,214028288
1330002,214028288
1331002,214028288
1332003,214028288
1333003,214028288
1334002,214028288
1335003,214028288
1336003,214028288
1337003,214028288
1338002,214028288
1339002,214028288
1340002,214028288
1341002,214028288
1342001,214028288
1343002,214028288
1344002,214028288
1345002,214028288
1346002,214028288
1347003,214028288
1348003,214028288
1349002,214028288
1350002,214028288
1351003,214028288
1352003,214028288
1353002,214028288
1354002,214028288
1355003,214028288
1356003,214028288
1357002,214028288
1358003,214028288
1359002,214028288
1360003,214028288
1361002,214028288
1362002,214028288
1363002,214028288
1364002,214028288
1365001,214028288
1366003,214028288
1367002,214028288
1368002,214028288
1369003,214028288
1370002,214028288
1371003,214028288
1372003,214028288
1373002,214028288
1374001,214028288
1375002,214028288
1376002,214028288
1377002,214028288
1378002,214028288
1379003,214028288
1380002,214028288
1381003,214028288
1382002,214028288
1383001,214028288
1384003,214028288
1385003,214028288
1386003,214028288
1387002,214028288
1388003,214028288
1389003,214028288
1390003,214028288
1391002,214028288
1392002,214028288
1393002,214028288
1394002,214028288
1395002,214028288
1396002,214028288
1397002,214028288
1398003,214028288
1399002,214028288
1400002,214028288
1401002,214028288
1402003,214028288
1403002,214028288
1404002,214028288
1405003,214028288
1406003,214028288
1407002,214028288
1408002,214028288
1409002,214028288
1410003,214028288
1411003,214028288
1412003,214028288
1413002,214028288
1414002,214028288
1415003,214028288
1416002,214028288
1417002,214028288
1418003,214028288
1419002,214028288
1420002,214028288
1421003,214028288
1422003,214028288
1423002,214028288
1424002,214028288
1425003,214028288
1426003,214028288
1427002,214028288
1428002,214028288
1429003,214028288
1430003,214028288
1431003,214028288
1432003,214028288
1433002,214028288
1434002,214028288
1435002,214028288
1436002,214028288
1437003,214028288
1438003,214028288
1439002,214028288
1440002,214028288
1441001,214028288
1442002,214028288
1443003,214028288
1444002,214028288
1445003,214028288
1446003,214028288
1447002,214028288
1448002,214028288
1449003,214028288
1450003,214028288
1451002,214028288
1452002,214028288
1453002,214028288
1454002,214028288
1455001,214028288
1456003,214028288
1457002,214028288
1458003,214028288
1459002,214028288
1460003,214028288
1461003,214028288
1462003,214028288
1463002,214028288
1464003,214028288
1465002,214028288
1466003,214028288
1467003,214028288
1468003,214028288
1469002,214028288
1470003,214028288
1471003,214028288
1472002,214028288
1473002,214028288
1474002,214028288
1475002,214028288
1476003,214028288
1477003,214028288
1478002,214028288
1479002,214028288
1480002,214028288
1481002,214028288
1482002,214028288
1483002,214028288
1484002,214028288
1485003,214028288
1486002,214028288
1487003,214028288
1488002,214028288
1489002,214028288
1490003,214028288
1491003,214028288
1492002,214028288
1493002,214028288
1494003,214028288
1495003,214028288
1496003,214028288
1497002,214028288
1498003,214028288
1499003,214028288
1500002,214028288
1501002,214028288
1502002,214028288
1503002,214028288
1504002,214028288
1505003,214028288
1506002,214028288
1507003,214028288
1508002,214028288
1509002,214028288
1510002,214028288
1511002,214028288
1512002,214028288
1513002,214028288
1514002,214028288
1515003,214028288
1516003,214028288
1517002,214028288
1518003,214028288
1519002,214028288
1520002,214028288
1521003,214028288
1522002,214028288
1523002,214028288
1524002,214028288
1525003,214028288
1526002,214028288
1527002,214028288
1528003,214028288
1529003,214028288
1530002,214028288
1531002,214028288
1532002,214028288
1533003,214028288
1534003,214028288
1535002,214028288
1536002,214028288
1537003,214028288
1538002,214028288
1539002,214028288
1540002,214028288
1541002,214028288
1542002,214028288
1543003,214028288
1544002,214028288
1545002,214028288
1546002,214028288
1547002,214028288
1548003,214028288
1549003,214028288
1550003,214028288
1551003,214028288
1552002,214028288
1553002,214028288
1554002,214028288
1555003,214028288
1556002,214028288
1557003,214028288
1558002,214028288
1559002,214028288
1560002,214028288
1561003,214028288
1562002,214028288
1563002,214028288
1564003,214028288
1565003,214028288
1566002,214028288
1567002,214028288
1568003,214028288
1569003,214028288
1570002,214028288
1571003,214028288
1572002,214028288
1573002,214028288
1574002,214028288
1575002,214028288
1576003,214028288
1577003,214028288
1578002,214028288
1579002,214028288
1580002,214028288
1581002,214028288
1582002,214028288
1583003,214028288
1584002,214028288
1585002,214028288
1586003,214028288
1587002,214028288
1588002,214028288
1589003,214028288
1590003,214028288
1591002,214028288
1592002,214028288
1593002,214028288
1594002,214028288
1595003,214028288
1596003,214028288
1597002,214028288
1598003,214028288
1599002,214028288
1600002,214028288
1601002,214028288
1602002,214028288
1603003,214028288
1604003,214028288
1605003,214028288
1606002,214028288
1607002,214028288
1608003,214028288
1609003,214028288
1610002,214028288
1611001,214028288
1612002,214028288
1613002,214028288
1614002,214028288
1615002,214028288
1616002,214028288
1617003,214028288
1618003,214028288
1619003,214028288
1620002,214028288
1621002,214028288
1622002,214028288
1623002,214028288
1624002,214028288
1625003,214028288
1626003,214028288
1627002,214028288
1628002,214028288
1629003,214028288
1630002,214028288
1631002,214028288
1632002,214028288
1633003,214028288
1634003,214028288
1635003,214028288
1636003,214028288
1637002,214028288
1638002,214028288
1639002,214028288
1640002,214028288
1641002,214028288
1642003,214028288
1643002,214028288
1644002,214028288
1645002,214028288
1646003,214028288
1647003,214028288
1648003,214028288
1649002,214028288
1650002,214028288
1651002,214028288
1652003,214028288
1653002,214028288
1654002,214028288
1655002,214028288
1656002,214028288
1657003,214028288
1658003,214028288
1659002,214028288
1660002,214028288
1661003,214028288
1662002,214028288
1663003,214028288
1664003,214028288
1665002,214028288
1666003,214028288
1667002,214028288
1668002,214028288
1669002,214028288
1670002,214028288
1671002,214028288
1672003,214028288
1673002,214028288
1674002,214028288
1675003,214028288
1676003,214028288
1677002,214028288
1678002,214028288
1679003,214028288
1680003,214028288
1681002,214028288
1682003,214028288
1683002,214028288
1684003,214028288
1685003,214028288
1686002,214028288
1687002,214028288
1688002,214028288
1689002,214028288
1690003,214028288
1691002,214028288
1692002,214028288
1693003,214028288
1694002,214028288
1695002,214028288
1696002,214028288
1697003,214028288
1698002,214028288
1699003,214028288
1700003,214028288
1701002,214028288
1702002,214028288
1703003,214028288
1704002,214028288
1705002,214028288
1706002,214028288
1707003,214028288
1708003,214028288
1709002,214028288
1710001,214028288
1711002,214028288
1712002,214028288
1713002,214028288
1714002,214028288
1715003,214028288
1716003,214028288
1717002,214028288
1718002,214028288
1719002,214028288
1720002,214028288
1721002,214028288
1722003,214028288
1723002,214028288
1724002,214028288
1725002,214028288
1726003,214028288
1727002,214028288
1728003,214028288
1729002,214028288
1730003,214028288
1731002,214028288
1732002,214028288
1733002,214028288
1734003,214028288
1735002,214028288
1736002,214028288
1737002,214028288
1738002,214028288
1739003,214028288
1740003,214028288
1741003,214028288
1742002,214028288
1743003,214028288
1744002,214028288
1745002,214028288
1746003,214028288
1747002,214028288
1748002,214028288
1749002,214028288
1750003,214028288
1751002,214028288
1752002,214028288
1753002,214028288
1754002,214028288
1755002,214028288
1756002,214028288
1757003,214028288
1758002,214028288
1759002,214028288
1760003,214028288
1761003,214028288
1762002,214028288
1763002,214028288
1764003,214028288
1765002,214028288
1766003,214028288
1767003,214028288
1768003,214028288
1769003,214028288
1770003,214028288
1771003,214028288
1772002,214028288
1773003,214028288
1774003,214028288
1775003,214028288
1776002,214028288
1777002,214028288
1778003,214028288
1779003,214028288
1780003,214028288
1781003,214028288
1782003,214028288
1783002,214028288
1784003,214028288
1785002,214028288
1786003,214028288
1787002,214028288
1788003,214028288
1789002,214028288
1790003,214028288
1791002,214028288
1792003,214028288
1793002,214028288
1794002,214028288
1795003,214028288
1796003,214028288
1797003,214028288
1798003,214028288
1799002,214028288
1800002,214028288
1801002,214028288
1802002,214028288
1803002,214028288
1804003,214028288
1805002,214028288
1806002,214028288
1807002,214028288
1808002,214028288
1809002,214028288
1810003,214028288
1811002,214028288
1812002,214028288
1813003,214028288
1814003,214028288
1815002,214028288
1816003,214028288
1817002,214028288
1818001,214028288
1819002,214028288
1820003,214028288
1821002,214028288
1822002,214028288
1823002,214028288
1824003,214028288
1825002,214028288
1826003,214028288
1827002,214028288
1828002,214028288
1829002,214028288
1830002,214028288
1831001,214028288
1832002,214028288
1833002,214028288
1834003,214028288
1835002,214028288
1836003,214028288
1837002,214028288
1838002,214028288
1839002,214028288
1840003,214028288
1841002,214028288
1842002,214028288
1843003,214028288
1844003,214028288
1845002,214028288
1846002,214028288
1847003,214028288
1848002,214028288
1849002,214028288
1850003,214028288
1851002,214028288
1852002,214028288
1853003,214028288
1854002,214028288
1855003,214028288
1856002,214028288
1857002,214028288
1858002,214028288
1859002,214028288
1860002,214028288
1861003,214028288
1862003,214028288
1863003,214028288
1864001,214028288
1865002,214028288
1866002,214028288
1867002,214028288
1868002,214028288
1869003,214028288
1870003,214028288
1871003,214028288
