Time (milliseconds),files_open
21584001,24
21585001,24
21586001,24
21587001,24
21588001,24
21589001,24
21590001,24
21591001,24
21592001,24
21593001,24
21594001,24
21595001,24
21596001,24
21597001,24
21598001,24
21599002,24
21600001,24
21601001,24
21602001,24
21603002,24
21604001,24
21605002,24
21606001,24
21607001,24
21608001,24
21609002,24
21610002,24
21611001,24
21612001,24
21613001,24
21614001,24
21615001,24
21616002,24
21617001,24
21618001,24
21619001,24
21620001,24
21621001,24
21622001,24
21623001,24
21624002,24
21625001,24
21626001,24
21627002,24
21628001,24
21629002,24
21630001,24
21631001,24
21632002,24
21633001,24
21634001,24
21635001,24
21636001,24
21637001,24
21638001,24
21639001,24
21640001,24
21641001,24
21642001,24
21643001,24
21644002,24
21645001,24
21646001,24
21647001,24
21648001,24
21649001,24
21650001,24
21651001,24
21652001,24
21653001,24
21654002,24
21655001,24
21656001,24
21657001,24
21658001,24
21659001,24
21660001,24
21661001,24
21662001,24
21663001,24
21664001,24
21665001,24
21666001,24
21667001,24
21668001,24
21669001,24
21670001,24
21671001,24
21672001,24
21673002,24
21674001,24
21675003,24
21676001,24
21677001,24
21678001,24
21679001,24
21680001,24
21681001,24
21682001,24
21683002,24
21684001,24
21685001,24
21686001,24
21687001,24
21688001,24
21689001,24
21690002,24
21691001,24
21692002,24
21693001,24
21694001,24
21695001,24
21696001,24
21697001,24
21698002,24
21699001,24
21700001,24
21701001,24
21702001,24
21703001,24
21704001,24
21705003,24
21706001,24
21707001,24
21708001,24
21709001,24
21710001,24
21711001,24
21712001,24
21713001,24
21714001,24
21715001,24
21716001,24
21717001,24
21718002,24
21719001,24
21720001,24
21721001,24
21722001,24
21723001,24
21724001,24
21725001,24
21726001,24
21727002,24
21728001,24
21729001,24
21730001,24
21731001,24
21732001,24
21733002,24
21734001,24
21735002,24
21736002,24
21737001,24
21738001,24
21739001,24
21740001,24
21741001,24
21742001,24
21743001,24
21744001,24
21745002,24
21746001,24
21747001,24
21748001,24
21749002,24
21750001,24
21751002,24
21752001,24
21753001,24
21754001,24
21755001,24
21756001,24
21757002,24
21758001,24
21759001,24
21760001,24
21761001,24
21762001,24
21763001,24
21764001,24
21765001,24
21766001,24
21767001,24
21768001,24
21769001,24
21770001,24
21771001,24
21772001,24
21773001,24
21774001,24
21775001,24
21776001,24
21777002,24
21778002,24
21779001,24
21780001,24
21781001,24
21782001,24
21783001,24
21784002,24
21785001,24
21786001,24
21787001,24
21788001,24
21789001,24
21790002,24
21791001,24
21792002,24
21793001,24
21794001,24
21795001,24
21796001,24
21797001,24
21798001,24
21799001,24
21800002,24
21801001,24
21802001,24
21803001,24
21804001,24
21805001,24
21806001,24
21807002,24
21808001,24
21809002,24
21810001,24
21811001,24
21812001,24
21813002,24
21814001,24
21815001,24
21816001,24
21817001,24
21818001,24
21819001,24
21820001,24
21821002,24
21822001,24
21823001,24
21824001,24
21825001,24
21826001,24
21827001,24
21828003,24
21829001,24
21830002,24
21831001,24
21832001,24
21833001,24
21834002,24
21835001,24
21836001,24
21837003,24
21838001,24
21839001,24
21840002,24
21841001,24
21842001,24
21843002,24
21844001,24
21845001,24
21846002,24
21847001,24
21848002,24
21849001,24
21850001,24
21851002,24
21852002,24
21853001,24
21854001,24
21855001,24
21856002,24
21857001,24
21858001,24
21859001,24
21860001,24
21861001,24
21862002,24
21863001,24
21864002,24
21865002,24
21866001,24
21867001,24
21868001,24
21869001,24
21870002,24
21871001,24
21872001,24
21873001,24
21874001,24
21875001,24
21876002,24
21877001,24
21878002,24
21879001,24
21880001,24
21881001,24
21882001,24
21883001,24
21884001,24
21885001,24
21886001,24
21887001,24
21888001,24
21889002,24
21890001,24
21891002,24
21892001,24
21893001,24
21894001,24
21895002,24
21896001,24
21897001,24
21898001,24
21899001,24
21900001,24
21901002,24
21902002,24
21903001,24
21904001,24
21905001,24
21906001,24
21907001,24
21908001,24
21909001,24
21910001,24
21911002,24
21912001,24
21913002,24
21914002,24
21915001,24
21916001,24
21917001,24
21918001,24
21919002,24
21920001,24
21921001,24
21922001,24
21923001,24
21924001,24
21925001,24
21926001,24
21927001,24
21928002,24
21929002,24
21930001,24
21931002,24
21932001,24
21933001,24
21934001,24
21935001,24
21936001,24
21937001,24
21938001,24
21939001,24
21940001,24
21941001,24
21942001,24
21943001,24
21944001,24
21945002,24
21946001,24
21947001,24
21948001,24
21949001,24
21950001,24
21951001,24
21952001,24
21953001,24
21954001,24
21955001,24
21956001,24
21957001,24
21958001,24
21959001,24
21960001,24
21961001,24
21962001,24
21963001,24
21964001,24
21965001,24
21966001,24
21967001,24
21968001,24
21969001,24
21970001,24
21971002,24
21972001,24
21973001,24
21974001,24
21975002,24
21976001,24
21977001,24
21978001,24
21979001,24
21980001,24
21981001,24
21982001,24
21983002,24
21984001,24
21985002,24
21986001,24
21987001,24
21988001,24
21989002,24
21990001,24
21991002,24
21992001,24
21993001,24
21994001,24
21995002,24
21996002,24
21997001,24
21998001,24
21999001,24
22000001,24
22001002,24
22002001,24
22003001,24
22004001,24
22005001,24
22006001,24
22007001,24
22008001,24
22009001,24
22010001,24
22011002,24
22012001,24
22013001,24
22014001,24
22015001,24
22016002,24
22017001,24
22018001,24
22019001,24
22020001,24
22021001,24
22022001,24
22023002,24
22024002,24
22025001,24
22026002,24
22027001,24
22028001,24
22029001,24
22030001,24
22031001,24
22032002,24
22033001,24
22034001,24
22035001,24
22036002,24
22037001,24
22038001,24
22039001,24
22040001,24
22041001,24
22042001,24
22043003,24
22044001,24
22045001,24
22046001,24
22047002,24
22048001,24
22049002,24
22050001,24
22051001,24
22052001,24
22053001,24
22054001,24
22055001,24
22056001,24
22057001,24
22058001,24
22059001,24
22060001,24
22061001,24
22062001,24
22063001,24
22064001,24
22065001,24
22066001,24
22067001,24
22068001,24
22069002,24
22070001,24
22071001,24
22072001,24
22073001,24
22074001,24
22075002,24
22076001,24
22077001,24
22078001,24
22079001,24
22080001,24
22081002,24
22082001,24
22083001,24
22084001,24
22085001,24
22086001,24
22087001,24
22088001,24
22089001,24
22090001,24
22091001,24
22092001,24
22093001,24
22094001,24
22095001,24
22096001,24
22097001,24
22098001,24
22099001,24
22100001,24
22101001,24
22102001,24
22103001,24
22104001,24
22105001,24
22106001,24
22107002,24
22108001,24
22109001,24
22110001,24
22111001,24
22112001,24
22113001,24
22114001,24
22115001,24
22116001,24
22117001,24
22118001,24
22119001,24
22120001,24
22121001,24
22122002,24
22123001,24
22124001,24
22125001,24
22126001,24
22127001,24
22128001,24
22129002,24
22130003,24
22131001,24
22132001,24
22133001,24
22134002,24
22135002,24
22136002,24
22137001,24
22138001,24
22139003,24
22140001,24
22141001,24
22142001,24
22143001,24
22144001,24
22145002,24
22146001,24
22147001,24
22148001,24
22149001,24
22150001,24
22151002,24
22152003,24
22153001,24
22154001,24
22155001,24
22156001,24
22157002,24
22158002,24
22159001,24
22160002,24
22161001,24
22162001,24
22163001,24
22164002,24
22165001,24
22166001,24
22167001,24
22168001,24
22169002,24
22170002,24
22171001,24
22172002,24
22173001,24
22174001,24
22175001,24
22176001,24
22177001,24
22178001,24
22179001,24
22180001,24
22181001,24
22182002,24
22183003,24
22184001,24
22185001,24
22186001,24
22187001,24
22188001,24
22189001,24
22190001,24
22191002,24
22192001,24
22193001,24
22194001,24
22195001,24
22196001,24
22197001,24
22198001,24
22199002,24
22200002,24
22201001,24
22202001,24
22203001,24
22204001,24
22205002,24
22206001,24
22207001,24
22208001,24
22209002,24
22210001,24
22211001,24
22212001,24
22213002,24
22214003,24
22215001,24
22216001,24
22217001,24
22218001,24
22219001,24
22220001,24
22221001,24
22222001,24
22223001,24
22224001,24
22225001,24
22226001,24
22227001,24
22228001,24
22229001,24
22230001,24
22231001,24
22232001,24
22233001,24
22234001,24
22235001,24
22236001,24
22237001,24
22238001,24
22239002,24
22240003,24
22241001,24
22242001,24
22243001,24
22244001,24
22245001,24
22246001,24
22247001,24
22248001,24
22249001,24
22250001,24
22251001,24
22252001,24
22253002,24
22254001,24
22255001,24
22256002,24
22257002,24
22258001,24
22259001,24
22260001,24
22261001,24
22262001,24
22263001,24
22264001,24
22265001,24
22266001,24
22267001,24
22268001,24
22269001,24
22270001,24
22271002,24
22272001,24
22273001,24
22274001,24
22275001,24
22276001,24
22277002,24
22278001,24
22279001,24
22280001,24
22281002,24
22282003,24
22283001,24
22284001,24
22285001,24
22286001,24
22287001,24
22288001,24
22289001,24
22290001,24
22291001,24
22292001,24
22293001,24
22294001,24
22295001,24
22296001,24
22297002,24
22298001,24
22299001,24
22300001,24
22301002,24
22302001,24
22303001,24
22304001,24
22305001,24
22306001,24
22307002,24
22308001,24
22309001,24
22310001,24
22311001,24
22312001,24
22313001,24
22314002,24
22315002,24
22316001,24
22317001,24
22318001,24
22319001,24
22320001,24
22321001,24
22322001,24
22323002,24
22324001,24
22325001,24
22326001,24
22327001,24
22328001,24
22329001,24
22330001,24
22331002,24
22332001,24
22333001,24
22334001,24
22335001,24
22336001,24
22337002,24
22338001,24
22339001,24
22340002,24
22341001,24
22342001,24
22343001,24
22344001,24
22345001,24
22346001,24
22347002,24
22348001,24
22349001,24
22350001,24
22351001,24
22352001,24
22353001,24
22354001,24
22355001,24
22356001,24
22357001,24
22358001,24
22359001,24
22360001,24
22361001,24
22362001,24
22363001,24
22364001,24
22365001,24
22366001,24
22367001,24
22368001,24
22369001,24
22370001,24
22371001,24
22372001,24
22373001,24
22374001,24
22375001,24
22376001,24
22377001,24
22378001,24
22379001,24
22380001,24
22381001,24
22382001,24
22383001,24
22384001,24
22385002,24
22386003,24
22387001,24
22388001,24
22389001,24
22390002,24
22391001,24
22392002,24
22393001,24
22394001,24
22395001,24
22396001,24
22397001,24
22398001,24
22399001,24
22400001,24
22401001,24
22402001,24
22403001,24
22404001,24
22405001,24
22406001,24
22407001,24
22408001,24
22409001,24
22410001,24
22411001,24
22412001,24
22413001,24
22414001,24
22415001,24
22416001,24
22417001,24
22418001,24
22419001,24
22420001,24
22421002,24
22422002,24
22423001,24
22424001,24
22425001,24
22426001,24
22427001,24
22428002,24
22429001,24
22430001,24
22431001,24
22432002,24
22433002,24
22434001,24
22435002,24
22436001,24
22437001,24
22438001,24
22439001,24
22440001,24
22441001,24
22442001,24
22443001,24
22444002,24
22445001,24
22446001,24
22447001,24
22448001,24
22449002,24
22450001,24
22451002,24
22452003,24
22453001,24
22454001,24
22455001,24
22456001,24
22457001,24
22458001,24
22459001,24
22460001,24
22461001,24
22462001,24
22463001,24
22464002,24
22465001,24
22466001,24
22467001,24
22468001,24
22469001,24
22470001,24
22471001,24
22472001,24
22473001,24
22474001,24
22475001,24
22476001,24
22477001,24
22478001,24
22479001,24
22480001,24
22481002,24
22482001,24
22483002,24
22484001,24
22485002,24
22486001,24
22487001,24
22488001,24
22489001,24
22490002,24
22491001,24
22492002,24
22493001,24
22494001,24
22495001,24
22496002,24
22497001,24
22498001,24
22499001,24
22500001,24
22501001,24
22502001,24
22503003,24
22504001,24
22505001,24
22506001,24
22507001,24
22508001,24
22509001,24
22510001,24
22511002,24
22512001,24
22513001,24
22514001,24
22515003,24
22516001,24
22517001,24
22518001,24
22519001,24
22520001,24
22521002,24
22522001,24
22523001,24
22524001,24
22525001,24
22526001,24
22527001,24
22528001,24
22529001,24
22530001,24
22531001,24
22532001,24
22533002,24
22534001,24
22535001,24
22536001,24
22537001,24
22538001,24
22539002,24
22540001,24
22541001,24
22542001,24
22543001,24
22544001,24
22545002,24
22546001,24
22547001,24
22548001,24
22549002,24
22550001,24
22551001,24
22552001,24
22553001,24
22554001,24
22555001,24
22556001,24
22557001,24
22558001,24
22559001,24
22560001,24
22561002,24
22562001,24
22563001,24
22564001,24
22565002,24
22566001,24
22567002,24
22568001,24
22569001,24
22570001,24
22571002,24
22572003,24
22573001,24
22574001,24
22575001,24
22576001,24
22577001,24
22578002,24
22579001,24
22580001,24
22581001,24
22582002,24
22583001,24
22584001,24
