timestamp,value
1615213115947,20
1615213116948,24
1615213117948,24
1615213118948,24
1615213119948,24
1615213120948,24
1615213121948,24
1615213122947,24
1615213123948,24
1615213124947,24
1615213125948,24
1615213126948,24
1615213127947,24
1615213128948,24
1615213129948,24
1615213130948,24
1615213131948,24
1615213132948,24
1615213133948,24
1615213134948,24
1615213135948,24
1615213136948,24
1615213137948,24
1615213138949,24
1615213139948,24
1615213140948,24
1615213141947,24
1615213142948,24
1615213143948,24
1615213144948,24
1615213145948,24
1615213146948,24
1615213147948,24
1615213148948,24
1615213149947,24
1615213150948,24
1615213151949,24
1615213152947,24
1615213153948,24
1615213154948,24
1615213155948,24
1615213156947,24
1615213157947,24
1615213158948,24
1615213159948,24
1615213160948,24
1615213161948,24
1615213162948,24
1615213163948,24
1615213164948,24
1615213165948,24
1615213166948,24
1615213167948,24
1615213168948,24
1615213169948,24
1615213170948,24
1615213171948,24
1615213172948,24
1615213173948,24
1615213174948,24
1615213175947,24
1615213176947,24
1615213177948,24
1615213178948,24
1615213179948,24
1615213180948,24
1615213181948,24
1615213182948,24
1615213183947,24
1615213184947,24
1615213185948,24
1615213186948,24
1615213187949,24
1615213188947,24
1615213189947,24
1615213190947,24
1615213191947,24
1615213192948,24
1615213193948,24
1615213194948,24
1615213195948,24
1615213196947,24
1615213197947,24
1615213198950,24
1615213199947,24
1615213200947,24
1615213201948,24
1615213202948,24
1615213203949,24
1615213204948,24
1615213205948,24
1615213206948,24
1615213207947,24
1615213208947,24
1615213209948,24
1615213210948,24
1615213211948,24
1615213212948,24
1615213213948,24
1615213214948,24
1615213215947,24
1615213216947,24
1615213217947,24
1615213218949,24
1615213219948,24
1615213220948,24
1615213221949,24
1615213222947,24
1615213223948,24
1615213224947,24
1615213225947,24
1615213226948,24
1615213227948,24
1615213228948,24
1615213229948,24
1615213230948,24
1615213231948,24
1615213232947,24
1615213233951,24
1615213234948,24
1615213235948,24
1615213236947,24
1615213237948,24
1615213238949,24
1615213239948,24
1615213240948,24
1615213241948,24
1615213242948,24
1615213243947,24
1615213244948,24
1615213245947,24
1615213246948,24
1615213247949,24
1615213248948,24
1615213249948,24
1615213250948,24
1615213251948,24
1615213252950,24
1615213253948,24
1615213254949,24
1615213255948,24
1615213256947,24
1615213257947,24
1615213258947,24
1615213259948,24
1615213260948,24
1615213261948,24
1615213262948,24
1615213263947,24
1615213264947,24
1615213265948,24
1615213266948,24
1615213267948,24
1615213268948,24
1615213269948,24
1615213270947,24
1615213271948,24
1615213272947,24
1615213273948,24
1615213274948,24
1615213275948,24
1615213276948,24
1615213277948,24
1615213278947,24
1615213279948,24
1615213280948,24
1615213281948,24
1615213282948,24
1615213283947,24
1615213284948,24
1615213285948,24
1615213286948,24
1615213287948,24
1615213288948,24
1615213289948,24
1615213290948,24
1615213291948,24
1615213292947,24
1615213293947,24
1615213294948,24
1615213295948,24
1615213296947,24
1615213297947,24
1615213298947,24
1615213299948,24
1615213300947,24
1615213301948,24
1615213302948,24
1615213303948,24
1615213304949,24
1615213305949,24
1615213306948,24
1615213307948,24
1615213308948,24
1615213309948,24
1615213310948,24
1615213311948,24
1615213312948,24
1615213313948,24
1615213314947,24
1615213315949,24
1615213316948,24
1615213317948,24
1615213318947,24
1615213319949,24
1615213320948,24
1615213321948,24
1615213322947,24
1615213323948,24
1615213324947,24
1615213325948,24
1615213326948,24
1615213327948,24
1615213328948,24
1615213329948,24
1615213330948,24
1615213331948,24
1615213332948,24
1615213333947,24
1615213334948,24
1615213335948,24
1615213336948,24
1615213337948,24
1615213338948,24
1615213339948,24
1615213340948,24
1615213341948,24
1615213342948,24
1615213343948,24
1615213344948,24
1615213345948,24
1615213346947,24
1615213347948,24
1615213348947,24
1615213349948,24
1615213350948,24
1615213351948,24
1615213352948,24
1615213353948,24
1615213354948,24
1615213355948,24
1615213356948,24
1615213357948,24
1615213358948,24
1615213359948,24
1615213360948,24
1615213361948,24
1615213362948,24
1615213363948,24
1615213364948,24
1615213365948,24
1615213366948,24
1615213367948,24
1615213368949,24
1615213369948,24
1615213370948,24
1615213371948,24
1615213372948,24
1615213373947,24
1615213374948,24
1615213375948,24
1615213376947,24
1615213377947,24
1615213378949,24
1615213379947,24
1615213380947,24
1615213381948,24
1615213382948,24
1615213383948,24
1615213384948,24
1615213385948,24
1615213386948,24
1615213387947,24
1615213388948,24
1615213389948,24
1615213390948,24
1615213391947,24
1615213392948,24
1615213393947,24
1615213394947,24
1615213395948,24
1615213396948,24
1615213397948,24
1615213398948,24
1615213399947,24
1615213400948,24
1615213401948,24
1615213402948,24
1615213403948,24
1615213404948,24
1615213405948,24
1615213406948,24
1615213407948,24
1615213408948,24
1615213409947,24
1615213410948,24
1615213411948,24
1615213412948,24
1615213413948,24
1615213414948,24
