Time (milliseconds),files_open
708002,22
709001,22
710001,22
711001,22
712001,22
713003,22
714001,22
715001,22
716001,22
717001,22
718001,22
719001,22
720001,22
721002,22
722001,22
723001,22
724001,22
725002,22
726002,22
727001,22
728001,22
729002,22
730001,22
731001,22
732001,22
733001,22
734001,22
735001,22
736002,22
737002,22
738002,22
739001,22
740001,22
741002,22
742002,22
743001,22
744001,22
745001,22
746002,22
747001,22
748001,22
749001,22
750001,22
751001,22
752001,22
753001,22
754001,22
755001,22
756002,22
757002,22
758002,22
759001,22
760002,22
761002,22
762001,22
763001,22
764002,22
765002,22
766001,22
767001,22
768002,22
769002,22
770002,22
771001,22
772002,22
773002,22
774002,22
775001,22
776001,22
777001,22
778001,22
779002,22
780002,22
781001,22
782001,22
783001,22
784002,22
785001,22
786002,22
787001,22
788001,22
789001,22
790001,22
791002,22
792002,22
793001,22
794002,22
795001,22
796002,22
797001,22
798001,22
799001,22
800002,22
801001,22
802001,22
803001,22
804002,22
805001,22
806002,22
807001,22
808002,22
809002,22
810001,22
811001,22
812002,22
813001,22
814002,22
815001,22
816001,22
817001,22
818001,22
819002,22
820001,22
821002,22
822001,22
823001,22
824002,22
825002,22
826001,22
827002,22
828001,22
829001,22
830001,22
831001,22
832001,22
833002,22
834002,22
835002,22
836002,22
837002,22
838001,22
839002,22
840001,22
841001,22
842002,22
843001,22
844002,22
845002,22
846001,22
847001,22
848001,22
849002,22
850001,22
851001,22
852001,22
853001,22
854001,22
855002,22
856002,22
857002,22
858002,22
859001,22
860002,22
861001,22
862002,22
863002,22
864001,22
865001,22
866002,22
867001,22
868001,22
869002,22
870002,22
871002,22
872002,22
873002,22
874002,22
875001,22
876001,22
877001,22
878002,22
879002,22
880002,22
881001,22
882002,22
883002,22
884001,22
885001,22
886002,22
887002,22
888004,22
889001,22
890001,22
891002,22
892002,22
893001,22
894001,22
895001,22
896001,22
897001,22
898002,22
899001,22
900002,22
901001,22
902001,22
903001,22
904002,22
905001,22
906001,22
907002,22
908001,22
909002,22
910002,22
911002,22
912001,22
913001,22
914001,22
915002,22
916001,22
917002,22
918003,22
919001,22
920001,22
921001,22
922001,22
923002,22
924002,22
925001,22
926001,22
927002,22
928002,22
929002,22
930002,22
931002,22
932002,22
933002,22
934002,22
935002,22
936002,22
937001,22
938001,22
939001,22
940001,22
941001,22
942001,22
943001,22
944002,22
945004,22
946001,22
947002,22
948002,22
949002,22
950001,22
951001,22
952001,22
953002,22
954002,22
955002,22
956002,22
957002,22
958002,22
959002,22
960003,22
961002,22
962002,22
963001,22
964001,22
965002,22
966001,22
967002,22
968002,22
969002,22
970002,22
971001,22
972001,22
973002,22
974001,22
975001,22
976002,22
977001,22
978001,22
979002,22
980002,22
981001,22
982001,22
983001,22
984001,22
985001,22
986001,22
987001,22
988001,22
989002,22
990001,22
991001,22
992002,22
993003,22
994002,22
995002,22
996001,22
997001,22
998001,22
999001,22
1000001,22
1001002,22
1002001,22
1003001,22
1004002,22
1005002,22
1006001,22
1007002,22
1008001,22
1009001,22
1010001,22
1011001,22
1012002,22
1013001,22
1014001,22
1015002,22
1016002,22
1017001,22
1018001,22
1019001,22
1020001,22
1021002,22
1022001,22
1023001,22
1024004,22
1025001,22
1026001,22
1027002,22
1028002,22
1029001,22
1030002,22
1031001,22
1032002,22
1033001,22
1034001,22
1035002,22
1036001,22
1037001,22
1038001,22
1039001,22
1040001,22
1041002,22
1042001,22
1043001,22
1044001,22
1045002,22
1046002,22
1047001,22
1048001,22
1049002,22
1050002,22
1051001,22
1052001,22
1053001,22
1054002,22
1055002,22
1056001,22
1057001,22
1058001,22
1059001,22
1060001,22
1061002,22
1062001,22
1063001,22
1064001,22
1065001,22
1066002,22
1067002,22
1068002,22
1069002,22
1070001,22
1071002,22
1072002,22
1073001,22
1074001,22
1075002,22
1076001,22
1077001,22
1078001,22
1079001,22
1080001,22
1081002,22
1082001,22
1083001,22
1084002,22
1085002,22
1086001,22
1087001,22
1088002,22
1089002,22
1090001,22
1091001,22
1092002,22
1093002,22
1094001,22
1095001,22
1096002,22
1097002,22
1098001,22
1099001,22
1100001,22
1101001,22
1102001,22
1103002,22
1104002,22
1105001,22
1106002,22
1107002,22
1108001,22
1109001,22
1110002,22
1111001,22
1112001,22
1113001,22
1114002,22
1115001,22
1116001,22
1117001,22
1118001,22
1119001,22
1120002,22
1121001,22
1122001,22
1123002,22
1124002,22
1125001,22
1126001,22
1127001,22
1128002,22
1129001,22
1130002,22
1131001,22
1132001,22
1133001,22
1134001,22
1135002,22
1136001,22
1137001,22
1138002,22
1139002,22
1140002,22
1141002,22
1142002,22
1143001,22
1144001,22
1145002,22
1146002,22
1147001,22
1148001,22
1149001,22
1150002,22
1151003,22
1152002,22
1153001,22
1154001,22
1155002,22
1156002,22
1157001,22
1158001,22
1159001,22
1160001,22
1161001,22
1162001,22
1163001,22
1164001,22
1165002,22
1166001,22
1167002,22
1168001,22
1169002,22
1170002,22
1171002,22
1172001,22
1173002,22
1174001,22
1175002,22
1176001,22
1177001,22
1178001,22
1179001,22
1180002,22
1181002,22
1182002,22
1183001,22
1184001,22
1185002,22
1186002,22
1187001,22
1188001,22
1189001,22
1190002,22
1191002,22
1192002,22
1193001,22
1194001,22
1195001,22
1196001,22
1197002,22
1198002,22
1199002,22
1200002,0
